Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00      20/264         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [33]
-----------------------------------------------
                0.00    0.00      10/10          void std::iter_swap<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [79]
[74]     0.0    0.00    0.00      10         void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [74]
                0.00    0.00      20/726         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [29]
                0.00    0.00      10/10          void std::swap<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [76]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy<std::string*>(std::string*, std::string*) [77]
[75]     0.0    0.00    0.00      10         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [75]
                0.00    0.00     303/710         std::string* std::__addressof<std::string>(std::string&) [30]
                0.00    0.00     303/303         void std::_Destroy<std::string>(std::string*) [32]
-----------------------------------------------
                0.00    0.00      10/10          void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [74]
[76]     0.0    0.00    0.00      10         void std::swap<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [76]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [78]
[77]     0.0    0.00    0.00      10         void std::_Destroy<std::string*>(std::string*, std::string*) [77]
                0.00    0.00      10/10          void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [75]
-----------------------------------------------
                0.00    0.00       1/10          std::vector<std::string, std::allocator<std::string> >::_M_erase_at_end(std::string*) [122]
                0.00    0.00       1/10          std::vector<std::string, std::allocator<std::string> >::~vector() [127]
                0.00    0.00       8/10          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
[78]     0.0    0.00    0.00      10         void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [78]
                0.00    0.00      10/10          void std::_Destroy<std::string*>(std::string*, std::string*) [77]
-----------------------------------------------
                0.00    0.00       3/10          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [91]
                0.00    0.00       7/10          void std::__move_median_first<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [90]
[79]     0.0    0.00    0.00      10         void std::iter_swap<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [79]
                0.00    0.00      10/10          void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [74]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [81]
[80]     0.0    0.00    0.00       9         __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [80]
                0.00    0.00       9/25          __gnu_cxx::new_allocator<std::string>::max_size() const [64]
-----------------------------------------------
                0.00    0.00       1/9           void std::vector<std::string, std::allocator<std::string> >::_M_range_initialize<std::_Rb_tree_const_iterator<std::string> >(std::_Rb_tree_const_iterator<std::string>, std::_Rb_tree_const_iterator<std::string>, std::forward_iterator_tag) [123]
                0.00    0.00       8/9           std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
[81]     0.0    0.00    0.00       9         std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [81]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [80]
-----------------------------------------------
                0.00    0.00       1/9           std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [120]
                0.00    0.00       8/9           std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
[82]     0.0    0.00    0.00       9         std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [82]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [85]
-----------------------------------------------
                0.00    0.00       1/9           _fu0___ZSt3cin [2]
                0.00    0.00       8/9           std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [57]
[83]     0.0    0.00    0.00       9         std::vector<std::string, std::allocator<std::string> >::end() [83]
                0.00    0.00       9/46          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [61]
-----------------------------------------------
                0.00    0.00       1/9           _fu0___ZSt3cin [2]
                0.00    0.00       8/9           std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
[84]     0.0    0.00    0.00       9         std::vector<std::string, std::allocator<std::string> >::begin() [84]
                0.00    0.00       9/46          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [61]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [82]
[85]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [85]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
[86]     0.0    0.00    0.00       8         std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [86]
                0.00    0.00      32/110         std::vector<std::string, std::allocator<std::string> >::size() const [46]
                0.00    0.00      16/16          std::vector<std::string, std::allocator<std::string> >::max_size() const [68]
                0.00    0.00       8/8           unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [88]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [57]
[87]     0.0    0.00    0.00       8         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [87]
                0.00    0.00      24/27          std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [63]
                0.00    0.00      16/264         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [33]
                0.00    0.00      16/16          std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [72]
                0.00    0.00       8/8           std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [86]
                0.00    0.00       8/9           std::vector<std::string, std::allocator<std::string> >::begin() [84]
                0.00    0.00       8/32          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [62]
                0.00    0.00       8/9           std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [81]
                0.00    0.00       8/100         void __gnu_cxx::__alloc_traits<std::allocator<std::string> >::construct<std::string>(std::allocator<std::string>&, std::string*, std::string const&) [56]
                0.00    0.00       8/10          void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [78]
                0.00    0.00       8/9           std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [82]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [86]
[88]     0.0    0.00    0.00       8         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [88]
-----------------------------------------------
                0.00    0.00       7/7           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [92]
[89]     0.0    0.00    0.00       7         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator-(int const&) const [89]
                0.00    0.00       7/46          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [61]
-----------------------------------------------
                0.00    0.00       7/7           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [92]
[90]     0.0    0.00    0.00       7         void std::__move_median_first<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [90]
                0.00    0.00      34/726         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [29]
                0.00    0.00      17/73548       bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10]
                0.00    0.00       7/10          void std::iter_swap<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [79]
-----------------------------------------------
                0.00    0.00       7/7           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [92]
[91]     0.0    0.00    0.00       7         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [91]
                0.00    0.00     235/726         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [29]
                0.00    0.00     235/73548       bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10]
                0.00    0.00     116/248         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator--() [34]
                0.00    0.00     112/187         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++() [43]
                0.00    0.00      10/10          bool __gnu_cxx::operator< <std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [73]
                0.00    0.00       3/10          void std::iter_swap<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [79]
-----------------------------------------------
                0.00    0.00       7/7           void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, int>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, int) [130]
[92]     0.0    0.00    0.00       7         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [92]
                0.00    0.00      14/19          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator+(int const&) const [65]
                0.00    0.00       7/32          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [62]
                0.00    0.00       7/7           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator-(int const&) const [89]
                0.00    0.00       7/7           void std::__move_median_first<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [90]
                0.00    0.00       7/726         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [29]
                0.00    0.00       7/7           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [91]
-----------------------------------------------
                0.00    0.00       6/6           std::_Niter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [94]
[93]     0.0    0.00    0.00       6         std::_Iter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, true>::_S_base(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [93]
                0.00    0.00       6/264         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [33]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__copy_move_backward_a2<false, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [107]
[94]     0.0    0.00    0.00       6         std::_Niter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [94]
                0.00    0.00       6/6           std::_Iter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, true>::_S_base(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [93]
-----------------------------------------------
                0.00    0.00       4/4           std::_Miter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [96]
[95]     0.0    0.00    0.00       4         std::_Iter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, false>::_S_base(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [95]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::copy_backward<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [105]
[96]     0.0    0.00    0.00       4         std::_Miter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [96]
                0.00    0.00       4/4           std::_Iter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, false>::_S_base(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [95]
-----------------------------------------------
                0.00    0.00       1/3           _fu5___ZSt4cout [255]
                0.00    0.00       2/3           add(std::string&, Trie*, int, int, int) [1]
[97]     0.0    0.00    0.00       3         std::set<std::string, std::less<std::string>, std::allocator<std::string> >::clear() [97]
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::clear() [100]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::clear() [100]
[98]     0.0    0.00    0.00       3         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_leftmost() [98]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::clear() [100]
[99]     0.0    0.00    0.00       3         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_rightmost() [99]
-----------------------------------------------
                0.00    0.00       3/3           std::set<std::string, std::less<std::string>, std::allocator<std::string> >::clear() [97]
[100]    0.0    0.00    0.00       3         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::clear() [100]
                0.00    0.00       6/12493       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_end() [17]
                0.00    0.00       3/12388       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_begin() [20]
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_erase(std::_Rb_tree_node<std::string>*) [102]
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_leftmost() [98]
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_root() [101]
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_rightmost() [99]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::clear() [100]
[101]    0.0    0.00    0.00       3         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_root() [101]
-----------------------------------------------
                                 102             std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_erase(std::_Rb_tree_node<std::string>*) [102]
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::clear() [100]
[102]    0.0    0.00    0.00       3+102     std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_erase(std::_Rb_tree_node<std::string>*) [102]
                0.00    0.00     102/30378       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_S_right(std::_Rb_tree_node_base*) [15]
                0.00    0.00     102/30496       std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_S_left(std::_Rb_tree_node_base*) [14]
                0.00    0.00     102/102         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_destroy_node(std::_Rb_tree_node<std::string>*) [55]
                                 102             std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_erase(std::_Rb_tree_node<std::string>*) [102]
-----------------------------------------------
                0.00    0.00       2/2           std::string* std::__copy_move_backward_a<false, std::string*, std::string*>(std::string*, std::string*, std::string*) [106]
[103]    0.0    0.00    0.00       2         std::string* std::__copy_move_backward<false, false, std::random_access_iterator_tag>::__copy_move_b<std::string*, std::string*>(std::string*, std::string*, std::string*) [103]
-----------------------------------------------
                0.00    0.00       1/2           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::end() const [112]
                0.00    0.00       1/2           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::begin() const [113]
[104]    0.0    0.00    0.00       2         std::_Rb_tree_const_iterator<std::string>::_Rb_tree_const_iterator(std::_Rb_tree_node<std::string> const*) [104]
-----------------------------------------------
                0.00    0.00       2/2           void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [129]
[105]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::copy_backward<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [105]
                0.00    0.00       4/4           std::_Miter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [96]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__copy_move_backward_a2<false, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [107]
-----------------------------------------------
